Year,Name,Team,POS,GP,SOLO,AST,TOT,SACK,SKYDS,TFL,PD,INT,INTYDS,INTLNG,ITD,FF,FR,FTD
2024,Brenden Schooler,NE,S,17,9,4,13,2,16,2,0,0,0,0,0,0,0,0
2024,A.J. Terrell Jr.ATL,CB,17,50,16,66,0,0,2,6,2,1,1,0,0,0,0
2024,Baylon Spector,BUF,LB,11,22,18,40,1.5,1,2,0,0,0,0,0,0,1,0
2024,Ja'Marcus Ingram,BUF,CB,17,16,8,24,1,8,2,4,2,56,31,1,0,0,0
2024,Grant Stuard,IND,LB,17,25,15,40,0,0,2,0,0,0,0,0,0,0,0
2024,Victor Dimukeje,ARI,LB,11,9,6,15,0,0,2,0,0,0,0,0,1,0,0
2024,Tony Adams,NYJ,S,15,42,42,84,1,0,2,6,1,0,0,0,0,0,0
2024,Nate Hobbs,LV,CB,11,33,16,49,0,0,2,5,1,35,35,0,0,0,0
2024,T.J. Slaton Jr.GB,DT,17,15,15,30,1,1,2,0,0,0,0,0,0,0,0
2024,Jamin Davis,MIN/WSH,LB,9,12,6,18,1,6,2,0,0,0,0,0,0,0,0
2024,Malcolm Rodriguez,DET,LB,10,27,16,43,2,7,2,1,0,0,0,0,0,1,0
2024,Phidarian Mathis,WSH,DT,12,8,9,17,0,0,2,1,0,0,0,0,0,0,0
2024,Xavier McKinney,GB,S,17,60,28,88,1,8,2,11,8,128,48,0,0,1,0
2024,LaBryan Ray,CAR,DE,16,15,26,41,1,5,2,0,0,0,0,0,0,0,0
2024,Nephi Sewell,NO,LB,7,7,4,11,1,5,2,0,0,0,0,0,0,0,0
2024,Deommodore Lenoir,SF,CB,15,53,32,85,0,0,2,9,2,33,33,0,1,0,0
2024,K.J. Britt,TB,LB,14,40,32,72,0.5,5,2,1,0,0,0,0,0,0,0
2024,D.J. Davidson,NYG,DT,12,12,11,23,2,17,2,0,0,0,0,0,0,2,0
2024,Darnay Holmes,LV,CB,16,14,16,30,1,8,2,3,0,0,0,0,0,0,0
2024,Elijah Molden,LAC,CB,15,43,32,75,0,0,2,7,3,28,25,0,0,2,0
2024,Jack Gibbens,TEN,LB,10,22,22,44,0.5,3,2,0,0,0,0,0,0,0,0
2024,Kurt Hinish,HOU,DT,10,5,7,12,0,0,2,0,0,0,0,0,0,0,0
2024,James Lynch,TEN,DT,17,6,14,20,1,1,2,2,0,0,0,0,0,0,0
2024,Isaiah Pola-Mao,LV,S,17,57,32,89,1,8,2,5,0,0,0,0,2,0,0
2024,Willie Gay Jr.NO,LB,15,19,9,28,2,8,2,3,0,0,0,0,1,2,0
2024,Xavier Thomas,ARI,LB,14,6,4,10,2.5,13,2,1,0,0,0,0,1,0,0
2024,Quan Martin,WSH,S,16,50,37,87,0,0,2,3,1,29,29,0,3,0,0
2024,Thomas Booker IVPHI,DT,17,8,10,18,1,6,2,1,0,0,0,0,0,0,0
2024,Talanoa Hufanga,SF,S,7,20,18,38,0,0,2,0,0,0,0,0,0,0,0
2024,Tommy Togiai,HOU,DT,8,11,17,28,1.5,11,2,2,0,0,0,0,0,0,0
2024,Tyler Lacy,JAX,DT,13,10,15,25,0,0,2,0,0,0,0,0,0,0,0
2024,Beanie Bishop,PIT,CB,17,30,15,45,0.5,3,2,7,4,46,41,0,0,1,0
2024,Percy Butler,WSH,S,17,29,18,47,0,0,2,1,0,0,0,0,0,0,0
2024,Jack Sanborn,CHI,LB,17,17,18,35,1.5,9,2,3,0,0,0,0,0,0,0
2024,Jevon Holland,MIA,S,15,42,20,62,1,12,2,4,0,0,0,0,1,0,0
2024,Tyson Campbell,JAX,CB,12,42,17,59,0,0,2,6,0,0,0,0,0,0,0
2024,Joey Porter Jr.PIT,CB,16,53,17,70,0,0,2,7,1,16,16,0,0,0,0
2024,David Ojabo,BAL,LB,13,5,4,9,2,11,2,0,0,0,0,0,0,0,0
2024,Keeanu Benton,PIT,DT,17,16,20,36,1,11,2,6,1,11,11,0,0,1,0
2024,Chris Roland-Wallace,KC,CB,17,23,11,34,0,0,2,1,1,0,0,0,1,0,0
2024,Omar Speights,LAR,LB,17,37,30,67,0,0,2,2,0,0,0,0,0,0,0
2024,Jaylen Harrell,TEN,LB,17,8,5,13,0,0,2,0,0,0,0,0,0,0,0
2024,Elijah Chatman,NYG,DT,17,11,10,21,1,10,2,0,0,0,0,0,0,1,0
2024,Cor'Dale Flott,NYG,CB,14,36,17,53,0,0,2,7,1,26,26,0,0,0,0
2024,Marshawn Kneeland,DAL,DE,11,9,5,14,0,0,2,1,0,0,0,0,0,1,0
2024,Kool-Aid McKinstry,NO,CB,15,32,10,42,0,0,2,6,0,0,0,0,0,0,0
2024,Colby Wooden,GB,DT,13,9,11,20,0,0,2,2,0,0,0,0,0,0,0
2024,Kaiir Elam,BUF,CB,13,17,9,26,0,0,2,2,0,0,0,0,0,1,0
2024,Anfernee Orji,NO,LB,16,16,14,30,0,0,2,0,0,0,0,0,0,0,0
2024,Tyler Davis,LAR,DE,16,12,17,29,0.5,2,2,0,0,0,0,0,0,0,0
2024,Byron Murphy IISEA,DT,14,12,24,36,0.5,5,2,0,0,0,0,0,0,0,0
2024,Jaylon Carlies,IND,LB,10,24,12,36,1,8,2,1,0,0,0,0,0,0,0
2024,Evan Anderson,SF,DT,12,13,11,24,1,2,2,0,0,0,0,0,1,1,0
2024,Trevin Wallace,CAR,LB,13,36,28,64,1,8,2,0,0,0,0,0,2,1,0
2024,Javon Bullard,GB,S,15,61,29,90,0,0,2,1,0,0,0,0,0,1,0
2024,McKinnley Jackson,CIN,DT,13,6,9,15,1,7,2,0,0,0,0,0,1,0,0
2024,Malik Mustapha,SF,S,16,32,40,72,0,0,2,5,1,1,1,0,0,0,0
2024,Max Melton,ARI,CB,17,36,15,51,0,0,2,5,0,0,0,0,1,0,0
2024,Joshua Williams,KC,CB,17,19,14,33,1,12,2,6,0,0,0,0,0,0,0
2024,Trevor Nowaske,DET,LB,14,15,8,23,2,8,2,1,1,8,8,0,0,0,0
2024,Nick Bellore,WSH,LB,16,11,10,21,0,0,1,0,0,0,0,0,0,0,0
2024,Stephon Gilmore,MIN,CB,15,40,16,56,0,0,1,9,1,0,0,0,0,0,0
2024,Tyrann Mathieu,NO,S,17,47,15,62,0,0,1,7,3,29,23,0,2,1,0
2024,William Gholston,TB,DE,17,6,6,12,1,4,1,0,0,0,0,0,0,0,0
2024,Tony Jefferson,LAC,S,8,17,10,27,0,0,1,0,0,0,0,0,0,0,0
2024,Taysom Hill,NO,QB,8,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2024,Troy Hill,TB/CAR,CB,8,20,12,32,0,0,1,1,0,0,0,0,0,0,0
2024,Alex Singleton,DEN,LB,3,17,14,31,0,0,1,1,1,21,21,0,0,0,0
2024,Eddie Goldman,ATL,DT,17,7,9,16,1,9,1,0,0,0,0,0,0,0,0
2024,Sheldon Rankins,CIN,DT,7,10,8,18,1,7,1,0,0,0,0,0,0,0,0
2024,Michael Pierce,BAL,DT,11,6,13,19,2,16,1,2,1,6,6,0,0,0,0
2024,Jalen Mills,NYJ,S,9,17,27,44,0,0,1,6,1,0,0,0,1,0,0
2024,Josh Tupou,BAL,DT,3,3,0,3,1,1,1,0,0,0,0,0,0,0,0
2024,Marcus Maye,LAC/MIA,S,15,19,23,42,0,0,1,3,1,0,0,0,0,0,0
2024,Javon Hargrave,SF,DT,3,4,3,7,1,9,1,0,0,0,0,0,0,0,0
2024,Nick Thurman,CAR,DT,9,6,13,19,0,0,1,0,0,0,0,0,0,0,0
2024,Chuck Clark,NYJ,S,12,38,31,69,1,8,1,2,0,0,0,0,1,1,0
2024,Kendall Fuller,MIA,CB,11,37,13,50,0,0,1,7,0,0,0,0,0,1,0
2024,Matt Milano,BUF,LB,4,7,9,16,0,0,1,0,0,0,0,0,0,2,0
2024,KhaDarel Hodge,ATL,WR,17,4,3,7,0,0,1,0,0,0,0,0,0,1,1
2024,Vonn Bell,CIN,S,17,24,31,55,0,0,1,2,1,32,32,0,1,1,0
2024,Demone Harris,ATL,DE,9,4,7,11,0,0,1,1,0,0,0,0,0,0,0
2024,Yannick Ngakoue,BAL/NE,DE,11,5,9,14,1.5,4,1,0,0,0,0,0,0,0,0
2024,Shaquill Griffin,MIN,CB,17,33,8,41,0,0,1,6,2,28,28,0,0,0,0
2024,Eddie Jackson,BAL/LAC,S,11,18,12,30,0,0,1,1,0,0,0,0,0,0,0
2024,Davon Godchaux,NE,DT,17,24,43,67,0,0,1,1,0,0,0,0,0,0,0
2024,Jihad Ward,MIN,LB,17,5,5,10,1,4,1,1,0,0,0,0,0,1,0
2024,Luke Gifford,TEN,LB,16,31,18,49,0,0,1,2,1,0,0,0,0,0,0
2024,Amani Oruwariye,DAL,CB,7,23,6,29,0,0,1,3,1,0,0,0,0,0,0
2024,Troy Reeder,LAR,LB,6,26,20,46,0,0,1,1,0,0,0,0,0,0,0
2024,Ty Summers,NYG,LB,16,13,16,29,0,0,1,1,0,0,0,0,0,0,0
2023,Danielle Hunter,MIN,DE,17,54,29,83,16.5,120,23,2,0,0,0,0,4,0,0
2023,Maxx Crosby,LV,DE,17,55,35,90,14.5,100,23,2,0,0,0,0,2,1,0
2023,Khalil Mack,LAC,LB,17,57,17,74,17,134,21,10,0,0,0,0,5,0,0
2023,Jeremiah Owusu-Koramoah,CLE,LB,16,72,29,101,3.5,35,20,6,2,8,8,0,1,0,0
2023,T.J. Watt,PIT,LB,17,48,20,68,19,122,19,8,1,24,24,0,4,3,1
2023,Micah Parsons,DAL,DE,17,36,28,64,14,115,18,2,0,0,0,0,1,1,0
2023,Lavonte David,TB,LB,15,86,48,134,4.5,44,17,5,0,0,0,0,1,0,0
2023,Myles Garrett,CLE,DE,16,33,9,42,14,102,17,3,0,0,0,0,4,1,0
2023,Josh Hines-Allen,JAX,DE,17,43,23,66,17.5,127,17,1,1,8,8,0,2,0,0
2023,Aaron Donald,LAR,DT,16,28,25,53,8,45,16,3,0,0,0,0,0,0,0
2023,Trey Hendrickson,CIN,LB,17,28,15,43,17.5,122,16,3,0,0,0,0,3,0,0
2023,Nick Bosa,SF,DE,17,34,19,53,10.5,59,16,4,0,0,0,0,2,1,0
2023,Quincy Williams,NYJ,LB,17,95,44,139,2,10,15,10,1,11,11,0,2,1,0
2023,Jonathan Greenard,HOU,LB,15,36,16,52,12.5,105,15,2,0,0,0,0,1,0,0
2023,Brian Burns,CAR,LB,16,32,18,50,8,56,15,2,0,0,0,0,1,1,0
2023,Harold Landry IIITEN,LB,17,45,25,70,10.5,73,14,0,0,0,0,0,0,0,0
2023,Montez Sweat,CHI/WSH,DE,17,38,19,57,12.5,79,14,4,0,0,0,0,3,0,0
2023,Carl Granderson,NO,DE,17,44,34,78,8.5,55,14,1,0,0,0,0,1,1,0
2023,Anfernee Jennings,NE,LB,15,49,17,66,1.5,10,14,0,0,0,0,0,0,1,0
2023,Ed Oliver,BUF,DT,16,34,17,51,9.5,64,14,3,1,0,0,0,0,0,0
2023,Ernest Jones IVLAR,LB,15,74,71,145,4.5,20,14,6,0,0,0,0,0,0,0
2023,Aidan Hutchinson,DET,DE,17,36,15,51,11.5,99,14,7,1,6,6,0,3,2,0
2023,Haason Reddick,PHI,LB,17,29,9,38,11,80,13,1,0,0,0,0,1,0,0
2023,Chris Jones,KC,DT,16,20,10,30,10.5,72,13,4,0,0,0,0,0,0,0
2023,Daron Payne,WSH,DT,17,32,21,53,4,25,13,4,0,0,0,0,2,2,0
2023,Nik Bonitto,DEN,LB,15,23,7,30,8,58,13,2,0,0,0,0,1,0,0
2023,Greg Rousseau,BUF,LB,16,30,12,42,5,34,13,4,0,0,0,0,1,1,0
2023,Christian Barmore,NE,DT,17,39,25,64,8.5,61,13,6,0,0,0,0,1,0,0
2023,Demario Davis,NO,LB,17,74,47,121,6.5,49,12,4,0,0,0,0,1,1,0
2023,Denico Autry,TEN,DE,17,30,20,50,11.5,88,12,4,0,0,0,0,2,0,0
2023,Mike Hilton,CIN,CB,17,64,20,84,2,2,12,8,2,16,16,0,0,1,0
2023,Ogbo Okoronkwo,CLE,DE,14,22,9,31,4.5,24,12,1,0,0,0,0,0,1,0
2023,E.J. Speed,IND,LB,16,78,24,102,1,9,12,4,0,0,0,0,3,0,0
2023,Nnamdi Madubuike,BAL,DT,17,38,18,56,13,90,12,0,0,0,0,0,2,0,0
2023,Nicholas Morrow,PHI,LB,15,66,29,95,3,20,12,5,0,0,0,0,1,2,0
2023,Micah McFadden,NYG,LB,16,63,38,101,1,7,12,5,1,5,5,0,0,4,0
2023,Kayvon Thibodeaux,NYG,LB,17,26,24,50,11.5,93,12,4,0,0,0,0,3,1,0
2023,Yaya Diaby,TB,LB,18,25,13,38,7.5,48,12,0,0,0,0,0,1,2,0
2023,Bobby Wagner,SEA,LB,17,96,87,183,3.5,24,11,3,0,0,0,0,0,1,0
2023,DeForest Buckner,IND,DT,17,45,36,81,8,48,11,7,0,0,0,0,2,1,1
2023,Zach Sieler,MIA,DT,17,32,31,63,10,62,11,4,1,5,5,1,1,2,0
2023,Bradley Chubb,MIA,LB,16,45,28,73,11,84,11,2,0,0,0,0,6,2,0
2023,Bobby Okereke,NYG,LB,17,92,57,149,2.5,23,11,10,2,62,55,0,4,0,0
2023,Kaden Elliss,ATL,LB,17,82,40,122,4,36,11,3,0,0,0,0,0,0,0
2023,Quinnen Williams,NYJ,DT,17,39,23,62,5.5,45,11,3,1,7,7,0,1,1,0
2023,Jermaine Johnson IINYJ,DE,17,36,19,55,7.5,50,11,7,1,37,37,1,1,1,0
2023,Calais Campbell,ATL,DT,17,32,24,56,6.5,29,10,1,0,0,0,0,1,1,0
2023,DeMarcus Lawrence,DAL,DE,17,29,21,50,4,25,10,6,0,0,0,0,1,0,0
2023,Leonard Williams,SEA/NYG,DT,18,37,25,62,5.5,40,10,2,0,0,0,0,0,0,0
2023,Elandon Roberts,PIT,LB,16,68,33,101,2.5,20,10,2,0,0,0,0,0,0,0
2023,Samson Ebukam,IND,DE,17,39,18,57,9.5,67,10,1,0,0,0,0,3,0,0
2023,Jonathan Allen,WSH,DT,16,30,23,53,5.5,24,10,1,0,0,0,0,0,0,0
2023,Justin Jones,CHI,DT,17,29,20,49,4.5,37,10,4,0,0,0,0,0,0,0
2023,Frankie Luvu,CAR,LB,17,66,59,125,5.5,47,10,5,0,0,0,0,2,0,0
2023,Christian Wilkins,MIA,DT,17,38,27,65,9,71,10,2,0,0,0,0,1,2,0
2023,Jeffery Simmons,TEN,DT,12,30,14,44,5.5,37,10,1,0,0,0,0,1,1,0
2023,Bryce Huff,NYJ,DE,17,19,10,29,10,64,10,1,0,0,0,0,0,0,0
2023,Terrel Bernard,BUF,LB,17,84,59,143,6.5,32,10,5,3,2,2,0,0,3,0
2023,Travon Walker,JAX,DE,17,27,25,52,10,78,10,2,0,0,0,0,0,1,0
2023,Calijah Kancey,TB,DT,14,19,7,26,4,22,10,1,0,0,0,0,0,0,0
2023,Kyle Hamilton,BAL,S,15,63,18,81,3,36,10,13,4,25,18,1,1,0,0
2023,Will Anderson Jr.HOU,DE,15,29,16,45,7,48,10,1,0,0,0,0,0,0,0
2023,Jadeveon Clowney,BAL,DE,17,24,19,43,9.5,51,9,5,0,0,0,0,2,1,0
2023,Kyle Van Noy,BAL,LB,14,20,10,30,9,66,9,4,0,0,0,0,2,0,0
2023,Sheldon Rankins,HOU,DT,15,29,8,37,6,54,9,0,0,0,0,0,1,1,1
2023,Tyquan Lewis,IND,DE,17,18,7,25,4,29,9,3,0,0,0,0,0,0,0
2023,Leonard Floyd,BUF,DE,17,21,11,32,10.5,66,9,1,0,0,0,0,1,0,0
2023,DeMarcus Walker,CHI,DE,17,17,13,30,3.5,30,9,0,0,0,0,0,0,0,0
2023,Derek Barnett,HOU/PHI,DE,14,12,10,22,2.5,18,9,1,0,0,0,0,0,0,0
2023,Kenny Clark,GB,DT,17,22,22,44,7.5,49,9,3,0,0,0,0,2,0,0
2023,Blake Cashman,HOU,LB,14,56,50,106,2,16,9,5,1,0,0,0,0,1,0
2023,David Long Jr.MIA,LB,17,64,49,113,1,9,9,1,0,0,0,0,1,0,0
2023,Azeez Al-Shaair,TEN,LB,17,84,79,163,2,2,9,4,0,0,0,0,0,1,0
2023,Osa Odighizuwa,DAL,DT,17,26,20,46,3,18,9,0,0,0,0,0,0,0,0
2023,Kyzir White,ARI,LB,11,53,37,90,2,10,9,3,1,0,0,0,0,0,0
2023,Malcolm Koonce,LV,DE,17,32,11,43,8,52,9,0,0,0,0,0,3,0,0
2023,Boye Mafe,SEA,DE,16,35,17,52,9,65,9,6,0,0,0,0,1,2,0
2023,Patrick Queen,BAL,LB,17,84,49,133,3.5,35,9,6,1,21,21,0,1,1,0
2023,Dayo Odeyingbo,IND,DE,17,22,16,38,8,53,9,2,0,0,0,0,2,2,0
2023,Bud Dupree,ATL,LB,16,17,22,39,6.5,29,8,3,0,0,0,0,2,0,0
2023,Adam Butler,LV,DT,17,16,12,28,5,38,8,4,0,0,0,0,1,0,0
2023,Javon Hargrave,SF,DT,16,25,19,44,7,47,8,2,0,0,0,0,0,0,0
2023,Maliek Collins,HOU,DT,16,19,22,41,5,39,8,1,0,0,0,0,0,0,0
2023,Za'Darius Smith,CLE,DE,16,18,9,27,5.5,38,8,3,0,0,0,0,1,0,0
2023,Foyesade Oluokun,JAX,LB,17,111,62,173,2.5,13,8,6,1,24,24,1,1,2,0
2023,T.J. Edwards,CHI,LB,17,91,64,155,2.5,4,8,7,3,4,2,0,1,2,0
2023,Andrew Van Ginkel,MIA,LB,17,42,27,69,6,38,8,8,1,33,33,1,0,1,0
2023,Vita Vea,TB,DT,15,28,15,43,5.5,32,8,0,0,0,0,0,2,0,0
2023,Zach Allen,DEN,DE,17,27,33,60,5,45,8,1,0,0,0,0,1,0,0
2023,Tyrel Dodson,BUF,LB,17,57,17,74,2.5,11,8,2,0,0,0,0,1,1,0
2023,Alex Highsmith,PIT,LB,17,34,23,57,7,45,8,3,2,30,30,1,2,0,0
2023,Jonathon Cooper,DEN,LB,17,44,28,72,8.5,66,8,2,1,4,4,0,1,2,1
2023,Jordyn Brooks,SEA,LB,16,62,49,111,4.5,19,8,4,1,12,12,1,1,1,0
2023,Kenny Moore IIIND,CB,16,68,25,93,1.5,13,8,6,3,115,66,2,0,0,0
2023,Jamin Davis,WSH,LB,13,50,39,89,3,8,8,4,1,0,0,0,2,0,0
2023,Kobie Turner,LAR,DE,17,29,28,57,9,78,8,2,0,0,0,0,0,0,0
2023,Kwity Paye,IND,DE,16,31,21,52,8.5,40,8,0,0,0,0,0,2,2,0
2023,Kingsley Enagbare,GB,LB,17,27,10,37,2,9,8,1,0,0,0,0,1,1,0
2023,Teair Tart,HOU/TEN,DT,13,17,7,24,1,7,8,0,0,0,0,0,0,0,0
2023,Leo Chenal,KC,LB,17,40,25,65,3,17,8,1,0,0,0,0,0,0,0
2023,Tuli Tuipulotu,LAC,LB,17,37,16,53,4.5,38,8,1,0,0,0,0,2,1,0
2023,Devon Witherspoon,SEA,CB,14,56,23,79,3,19,8,16,1,97,97,1,1,0,0
2023,Jalen Carter,PHI,DT,16,20,13,33,6,34,8,0,0,0,0,0,2,1,1
2023,Lukas Van Ness,GB,DE,17,24,8,32,4,31,8,1,0,0,0,0,0,0,0
2023,Byron Young,LAR,LB,17,42,19,61,8,41,8,0,0,0,0,0,2,1,0
2023,Nick Williams,LAC,DT,14,16,16,32,1,8,7,0,0,0,0,0,0,2,0
2023,Eric Kendricks,LAC,LB,15,79,38,117,3.5,20,7,6,0,0,0,0,1,0,0
2023,Rayshawn Jenkins,JAX,S,17,66,35,101,1,8,7,9,2,42,24,0,0,0,0
2023,Alex Anzalone,DET,LB,16,85,44,129,3,32,7,6,0,0,0,0,0,1,0
2023,Jarran Reed,SEA,DT,16,27,27,54,7,46,7,2,0,0,0,0,1,1,0
2023,Jamal Adams,SEA,LB,9,34,14,48,0,0,7,2,0,0,0,0,0,0,0
2023,Germaine Pratt,CIN,LB,17,63,55,118,2,12,7,3,2,9,9,0,2,0,0
2023,Solomon Thomas,NYJ,DT,17,15,16,31,5,33,7,1,0,0,0,0,0,0,0
2023,Sam Hubbard,CIN,DE,15,38,20,58,6,38,7,0,0,0,0,0,0,2,0
2023,Drue Tranquill,KC,LB,16,54,25,79,4.5,19,7,1,0,0,0,0,2,0,0
2023,Robert Spillane,LV,LB,17,82,66,148,3.5,15,7,4,3,53,25,0,1,1,0
2023,Josh Sweat,PHI,LB,17,30,13,43,6.5,50,7,1,0,0,0,0,2,0,0
2023,Anthony Nelson,TB,LB,16,21,19,40,3,18,7,1,0,0,0,0,0,0,0
2023,Darrell Taylor,SEA,DE,17,17,11,28,5.5,32,7,1,0,0,0,0,1,0,0
2023,Mike Danna,KC,DE,16,32,18,50,6.5,34,7,3,0,0,0,0,0,0,0
2023,Dorance Armstrong,DAL,DE,17,20,18,38,7.5,41,7,1,0,0,0,0,0,0,0
2023,Michael Hoecht,LAR,DE,17,45,36,81,6,43,7,2,0,0,0,0,1,0,0
2023,Dexter Lawrence IINYG,DT,16,32,21,53,4.5,37,7,2,0,0,0,0,0,0,0
2023,Derrick Brown,CAR,DT,17,57,46,103,2,22,7,6,1,2,2,0,0,0,0
2023,DJ Wonnum,MIN,LB,15,33,29,62,8,55,7,6,0,0,0,0,0,1,1
2023,Myles Bryant,NE,CB,17,65,12,77,1,6,7,7,1,6,6,0,2,0,0
2023,Rashan Gary,GB,LB,17,23,21,44,9,48,7,2,0,0,0,0,2,2,0
2023,Joshua Metellus,MIN,S,17,78,38,116,2.5,17,7,5,1,43,43,0,4,1,0
2023,AJ Epenesa,BUF,DE,15,9,11,20,6.5,40,7,8,2,38,32,1,1,1,0
2023,Kenneth Murray Jr.LAC,LB,15,79,28,107,3,15,7,4,1,0,0,0,0,0,0
2023,Chase Young,SF/WSH,DE,16,17,8,25,7.5,49,7,2,0,0,0,0,0,0,0
2023,Grant Delpit,CLE,S,13,63,17,80,1.5,15,7,3,1,0,0,0,0,1,0
2023,Jaelan Phillips,MIA,LB,8,28,15,43,6.5,37,7,2,1,5,5,0,0,0,0
2023,Nate Landman,ATL,LB,16,66,44,110,2,18,7,3,1,25,25,0,3,0,0
2023,Joe Tryon-Shoyinka,TB,LB,17,28,17,45,5,39,7,1,0,0,0,0,1,1,0
2023,Dennis Gardeck,ARI,LB,17,36,10,46,6,52,7,4,0,0,0,0,1,1,0
2023,Roger McCreary,TEN,CB,15,62,24,86,2,25,7,6,1,18,18,0,1,0,0
2023,Jack Sanborn,CHI,LB,17,43,22,65,1,5,7,2,1,42,42,0,0,0,0
2023,Quay Walker,GB,LB,14,59,59,118,2.5,17,7,3,1,37,37,1,0,0,0
2023,George Karlaftis,KC,DE,16,29,18,47,10.5,56,7,3,0,0,0,0,1,0,0
2023,Bryan Bresee,NO,DT,17,12,12,24,4.5,42,7,6,0,0,0,0,0,0,0
2023,Christian Harris,HOU,LB,16,65,36,101,2,8,7,7,0,0,0,0,1,0,0
2023,Ja'Quan McMillian,DEN,CB,16,37,14,51,2,15,7,5,2,14,9,0,2,2,0
2023,Brian Branch,DET,S,15,50,24,74,1,6,7,13,3,63,50,1,1,0,0
2023,Cameron Heyward,PIT,DT,11,25,8,33,2,14,6,1,0,0,0,0,0,0,0
2023,Shelby Harris,CLE,DT,17,17,11,28,1.5,14,6,5,0,0,0,0,1,0,0
2023,Denzel Perryman,HOU,LB,12,45,31,76,0.5,5,6,3,0,0,0,0,0,0,0
2023,Alex Singleton,DEN,LB,17,106,71,177,2,21,6,4,0,0,0,0,0,2,0
2023,Markus Golden,PIT,LB,16,14,6,20,4,25,6,1,0,0,0,0,0,1,0
2023,David Mayo,WSH,LB,17,39,20,59,2,9,6,0,0,0,0,0,0,0,0
2023,Randy Gregory,SF/DEN,LB,16,14,6,20,3.5,23,6,1,0,0,0,0,0,0,0
2023,Joey Bosa,LAC,DE,9,14,6,20,6.5,59,6,1,0,0,0,0,1,1,0
2023,Yannick Ngakoue,CHI,DE,13,13,9,22,4,25,6,0,0,0,0,0,0,0,0
2023,A'Shawn Robinson,NYG,DT,17,34,28,62,0,0,6,2,0,0,0,0,0,0,0
2023,John Franklin-Myers,NYJ,DE,17,15,18,33,3.5,38,6,3,0,0,0,0,0,0,0
2023,Lorenzo Carter,ATL,LB,17,24,11,35,3,33,6,1,0,0,0,0,1,2,0
2023,Fred Warner,SF,LB,17,82,50,132,2.5,17,6,11,4,63,32,0,4,0,0
2023,Khalil Davis,HOU,DT,15,16,16,32,2,18,6,2,0,0,0,0,1,1,0
2023,Clelin Ferrell,SF,DE,17,15,13,28,3.5,13,6,1,0,0,0,0,1,1,0
2023,Casey Toohill,WSH,DE,16,17,9,26,5,19,6,1,0,0,0,0,0,1,0
2023,David Onyemata,ATL,DT,14,25,25,50,4,23,6,3,0,0,0,0,2,0,0
2023,Antoine Winfield Jr.TB,S,17,76,46,122,6,48,6,12,3,28,28,0,6,4,0
2023,Tony Adams,NYJ,S,15,55,28,83,0,0,6,5,3,50,45,0,0,0,0
2023,Nate Hobbs,LV,CB,13,59,27,86,1,8,6,7,1,10,10,0,1,0,0
2023,Jason Pinnock,NYG,S,16,59,26,85,2,17,6,6,2,123,102,1,2,0,0
2023,Jalen Pitre,HOU,S,15,58,26,84,0,0,6,5,0,0,0,0,1,1,0
2023,Zaven Collins,ARI,LB,17,27,14,41,3.5,31,6,3,1,1,1,0,0,1,0
2023,Yetur Gross-Matos,CAR,DE,12,19,17,36,4.5,19,6,0,0,0,0,0,0,0,0
2023,Alim McNeill,DET,DT,13,17,15,32,5,43,6,1,0,0,0,0,1,0,0
2023,Devonte Wyatt,GB,DT,17,18,18,36,5.5,36,6,0,0,0,0,0,0,1,0
2023,Alontae Taylor,NO,CB,17,56,19,75,1,14,6,14,2,16,16,0,1,0,0
2023,Karl Brooks,GB,DE,17,12,8,20,4,31,6,4,0,0,0,0,1,2,0
2023,Kyle Dugger,NE,S,17,71,38,109,1.5,10,6,7,2,35,20,0,1,0,0
2023,Dax Hill,CIN,CB,17,72,38,110,1.5,12,6,11,2,20,20,0,0,0,0
2023,Alex Wright,CLE,DE,16,16,9,25,5,38,6,2,0,0,0,0,2,1,0
2023,C.J. Mosley,NYJ,LB,17,80,71,151,0.5,2,5,7,1,0,0,0,2,1,0
2023,Brent Urban,BAL,DE,17,16,6,22,3,26,5,2,0,0,0,0,0,1,0
2023,Mario Edwards Jr.SEA,DT,15,15,6,21,2,16,5,1,0,0,0,0,1,0,0
2023,Kwon Alexander,PIT,LB,9,32,9,41,1,3,5,1,1,0,0,0,1,0,0
2023,Dante Fowler Jr.DAL,DE,17,8,5,13,4,21,5,3,0,0,0,0,1,0,0
2023,Desmond King IIPIT/HOU,CB,10,22,25,47,1,7,5,2,0,0,0,0,0,0,0
2023,Morgan Fox,LAC,DE,17,11,4,15,5.5,36,5,0,0,0,0,0,0,0,0
2023,Jihad Ward,NYG,LB,17,16,8,24,5,25,5,0,0,0,0,0,1,1,0
2023,Jabrill Peppers,NE,S,15,52,26,78,1,7,5,8,2,33,32,0,1,1,0
2023,Ja'Whaun Bentley,NE,LB,16,55,59,114,4.5,14,5,3,0,0,0,0,1,0,0
2023,Kevin Strong,ARI,DE,14,25,21,46,2.5,25,5,1,0,0,0,0,0,1,0
2023,Jahlani Tavai,NE,LB,17,65,45,110,1,9,5,5,2,2,2,0,2,0,0
2023,Budda Baker,ARI,S,12,58,29,87,0,0,5,0,0,0,0,0,0,0,0
2023,Derwin James Jr.LAC,S,16,86,39,125,2,11,5,7,1,6,6,0,0,2,0
2023,Donte Jackson,CAR,CB,16,49,10,59,0,0,5,5,0,0,0,0,1,0,0
